color,size,label
0.9942242009771326,-0.9999962933460815,-1.0
-1.945811544521633,0.6215855627824198,-1.0
-3.3495173070874085,2.4796660806833937,1.0
3.639373186402028,0.049278827438640205,-1.0
3.9268195560571733,0.5609468337528078,-1.0
5.076394553161251,2.7372054227709004,1.0
-2.53959299198384,-1.1188820926128944,1.0
4.871380724432559,2.8985436690097846,1.0
-1.9493212542209268,1.3660626172305004,-1.0
-1.6841563465169047,0.10674012554438905,-1.0
3.146633486499144,3.709447781905123,1.0
0.8745680956910404,-0.9982511061627453,-1.0
0.9079044373434114,2.9990573786817034,-1.0
3.954250730420009,0.6520519695172584,-1.0
-1.740942328779738,1.813015006094532,-1.0
-2.503873618121252,-1.1401479109080754,1.0
3.672906978746476,1.9081283029685925,-1.0
-1.7852031173303757,1.7431594999170499,-1.0
0.41671863172683976,2.9618339317446365,-1.0
-0.7391622410176097,-0.6296304556444152,-1.0
-3.72972317194124,0.02701555097280539,1.0
-0.8185480431027079,-0.5906508821412015,-1.0
1.2935745975614128,-1.994824372820549,1.0
3.444330209410759,2.1595496879511185,-1.0
3.203986188231914,-0.3568664688388068,-1.0
-1.7986592222803646,1.720341449142948,-1.0
5.946493352838107,1.437713677782897,1.0
-1.999809201827747,0.9774438711992034,-1.0
-3.242846652808141,-0.5872526015325072,1.0
3.3812413334865434,-0.21649582575805337,-1.0
3.601730551216009,1.995768411020519,-1.0
-1.735198135722443,0.17843207940467865,-1.0
-1.0548926705364474,2.4571534064859453,-1.0
-1.0314366297833328,2.4716982207526312,-1.0
3.8429205386307963,-1.4678754044666085,1.0
-3.780424451738801,1.8792696640043955,1.0
0.7100349579509412,2.9906358866106064,-1.0
-1.8573267141160805,1.6094383748988723,-1.0
-0.9658807740876321,-0.5107485682524131,-1.0
-0.18661178647959908,2.8368998603550244,-1.0
-2.3934780326843708,3.2032590549020563,1.0
-3.5802612279727946,2.203176857353271,1.0
4.779582924648185,2.964003831374785,1.0
1.4873457741558773,-0.9734340172976996,-1.0
-0.48532121907565173,2.7376639332625885,-1.0
4.101981143590775,-1.3528656303602666,1.0
5.204807283186505,-0.6232850815720017,1.0
3.8088760753255277,0.29755500224371567,-1.0
-2.604724188060613,3.0789773616092773,1.0
-0.07963469655809852,-1.9292285694215883,1.0
-0.1713817285742827,2.8412392983425683,-1.0
0.9851810835745434,2.9999755998195994,-1.0
3.6634880524555578,1.920345682502323,-1.0
0.3972266690760953,2.9592134829542527,-1.0
2.013988473465666,-0.8822949793245913,-1.0
-1.8641153572595743,0.40489283119765873,-1.0
2.1115699813957183,-1.9249253637529917,1.0
5.525414096280807,-0.27570600554589664,1.0
-1.593520539837972,-0.005242084594232477,-1.0
3.5685237603299695,2.033373266458585,-1.0
5.7076177980995935,2.010841471312757,1.0
4.576270186774065,3.09659365601176,1.0
3.8736722149834018,-1.4550199348069786,1.0
